text,intent
Track my shipment.,track_shipment
package late.,delivery_delay
Mujhe locked account access chahiye.,account_locked
Shipment se pehle order change karo.,modify_order
Account lock kyu hua hai?,account_locked
Mera order kal deliver karna.,reschedule_delivery
Mera account wapas chalu karo.,reactivate_account
double payment.,duplicate_payment
refund status.,refund_status
pause account.,deactivate_account
Suspend my account for now.,deactivate_account
Order details edit karo.,modify_order
Please modify my order.,modify_order
Place the package at the reception.,delivery_instructions
Return my order.,return_order
Can you suggest a good product?,product_recommendation
Password recovery mein help chahiye.,reset_password
Login error fix karo.,login_issue
Delivery ka update chahiye.,delivery_status
Please leave it in the mailbox.,delivery_instructions
Delivery hui hi nahi.,order_not_received
Meri complaint check karo.,complaint_status
Discount nahi lag raha.,promo_code_issue
Wrong item receive hua hai.,wrong_delivery
Deliver only after confirming with me.,delivery_instructions
Account ko fir se use karna hai.,reactivate_account
product not working.,technical_support
How much RAM does this laptop have?,product_information
Expected delivery date nikal gayi.,delivery_delay
Missing product ka kya karna hai?,missing_package
Reactivate my account.,reactivate_account
Email me the invoice.,invoice_request
Account ko temporary close karo.,deactivate_account
I have been locked out of my account.,account_locked
Main account access nahi kar pa raha kyunki account lock hai.,account_locked
Delete my account immediately.,delete_account
Size change kar do.,modify_order
Refund kitne din mein milega?,refund_status
Mera order kahan gaya?,order_not_received
Package ko naye location par bhejo.,update_address
Can you reorder mera product?,reorder_product
Delivery has been postponed without notice.,delivery_delay
Previous order ko repeat karo.,reorder_product
Can you check why my order wasn't delivered?,order_not_received
Profile details modify karo.,profile_update
Mera mobile number modify karo.,change_phone
change shipping address.,update_address
Aaj ki jagah kal delivery kijiye.,reschedule_delivery
I selected the wrong product,modify_order
Delivery ki progress bataiye.,delivery_status
Invoice email kar do.,invoice_request
Mujhe mera purchase history chahiye.,order_history
Show my shipment location.,track_shipment
Mera order confirm karo.,order_confirmation
Galat parcel receive hua.,wrong_delivery
coupon error.,promo_code_issue
I need my account to be active again.,reactivate_account
I want to change my email.,change_email
Can I get the delivery agent's phone number?,delivery_agent_contact
Can you reactivate mera account?,reactivate_account
Mujhe ye order fir se chahiye.,reorder_product
Mera email ID update karo.,change_email
Meri delivery ka status kya hai?,delivery_status
Double charge lag gaya.,duplicate_payment
Best smartwatch batao.,product_recommendation
Order status check karo.,order_status
Mera order modify karo.,modify_order
Can you deactivate mera account?,deactivate_account
recommend product.,product_recommendation
Mujhe account unlock karwana hai.,account_locked
Send me the verification email.,account_verification
I need to edit my email information.,change_email
Please mera email update karo.,change_email
Delivery ka update dijiye.,delivery_status
Mera order kab deliver hoga?,delivery_status
cancel order pls.,cancel_order
Please stop processing my order.,cancel_order
Order ko customize karna hai.,modify_order
Please account reopen karo.,reactivate_account
Mera order abhi kis stage pe hai?,order_status
Display all my purchase records.,order_history
Activate my account again.,reactivate_account
Delivery next week shift karo.,reschedule_delivery
Application response nahi de rahi.,technical_support
I want to track my package.,track_shipment
I received a payment failed message.,payment_failed
Parcel kaha hai abhi?,track_shipment
Password incorrect aa raha hai.,login_issue
Mera account disable dikha raha hai.,account_locked
Meri problem note karo.,raise_complaint
What is the battery capacity of this phone?,product_information
Meri complaint kab solve hogi?,complaint_status
Account enable kar do.,reactivate_account
Has my complaint been resolved?,complaint_status
Warranty request process karo.,warranty_claim
Good morning.,general_query
Account ko permanently remove karo.,delete_account
Cashback ka status batao.,cashback_query
Is device ka operating system kya hai?,product_information
Please help karo.,general_query
Office chair recommend karo.,product_recommendation
Mera order adhoora hai.,missing_package
Parcel security guard ko de dena.,delivery_instructions
Recommend a gift for my friend.,product_recommendation
Offer ka cashback kahan gaya?,cashback_query
Cashback ki latest update do.,cashback_query
Mujhe payment option change karna hai.,payment_method_change
Erase my account.,delete_account
Promo code error aa raha hai.,promo_code_issue
Refund initiate hua ya nahi?,refund_status
Mera package kidhar hai?,track_shipment
Invoice resend karo.,invoice_request
I want to cancel my order.,cancel_order
Mera profile block ho gaya.,account_locked
Account locked issue hai.,account_locked
deliver tomorrow.,reschedule_delivery
Give me shipment updates.,track_shipment
Show my order status.,order_status
Delivery expected time se bahar chali gayi hai.,delivery_delay
Is my order waiting for dispatch?,order_status
Different payment method chahiye.,payment_method_change
Parcel nahi mila yaar.,order_not_received
Mujhe ye account nahi chahiye.,delete_account
Main account access nahi kar pa raha login ke through.,login_issue
account deactivate.,deactivate_account
The app keeps crashing.,technical_support
modify order pls.,modify_order
Ek accessory nahi mili.,missing_package
Show me the nearest store.,store_location
Mujhe delivery agent ka mobile do.,delivery_agent_contact
Was my payment processed?,payment_status
Suggest a budget smartphone.,product_recommendation
Refund kar do.,refund_request
order success?,order_confirmation
Please stock check karo.,product_availability
Please send my bill.,invoice_request
cashback credited?,cashback_query
I would like to buy this product again.,reorder_product
Please mera product return karo.,return_order
Technical issue solve karo.,technical_support
I got someone else's order.,wrong_delivery
Courier raste mein hai kya?,delivery_status
I want to delete my account.,delete_account
Reorder request bhejo.,reorder_product
Profile photo update karo.,profile_update
Order ki delivery postpone karo.,reschedule_delivery
I have been charged twice.,duplicate_payment
Tell me my delivery status.,delivery_status
Can I make changes to my order?,modify_order
What is my wallet balance?,wallet_balance
Security has locked my account.,account_locked
Display my recent purchases.,order_history
Ye product mil jayega kya?,product_availability
Show all my orders.,order_history
Box ke andar ek product nahi tha.,missing_package
Mujhe order ka confirmation batao.,order_confirmation
Payment error fix karo.,payment_failed
What is the status of my complaint?,complaint_status
Invoice generate karo.,invoice_request
Account ka phone number badalna hai.,change_phone
Mera payment refund karo.,refund_request
Change Cash on Delivery to online payment.,payment_method_change
leave with neighbor.,delivery_instructions
Order ke badle dusra item aaya hai.,wrong_delivery
Is my product under warranty?,warranty_claim
Wrong delivery ka complaint karna hai.,wrong_delivery
Mera order process hua kya?,order_status
Please mera profile edit karo.,profile_update
Iske baare mein aur batao.,product_information
Order ka current update chahiye.,order_status
What material is this chair made of?,product_information
Debit card use karna hai.,payment_method_change
Service se khush nahi hoon.,raise_complaint
I need human assistance.,speak_to_agent
Restore account please.,reactivate_account
How long will my refund take?,refund_status
Please let me contact the delivery boy.,delivery_agent_contact
Reset link bhej do.,reset_password
OTP verify nahi ho raha.,account_verification
Delivery date update kar do.,reschedule_delivery
Update my gender information.,profile_update
Mujhe ye order nahi chahiye.,cancel_order
check wallet.,wallet_balance
Can I get my money back?,refund_request
cashback pending.,cashback_query
Verification help chahiye.,account_verification
I paid twice for the same order.,duplicate_payment
Order tracking update please.,order_status
Help me raise a complaint.,raise_complaint
Personal details update karni hain.,profile_update
need receipt.,invoice_request
Payment mein error aa gaya.,payment_failed
Mera parcel abhi tak nahi aaya.,order_not_received
Thanks yaar.,general_query
What are your store timings?,store_location
Coupon work nahi kar raha.,promo_code_issue
Can you show my wallet amount?,wallet_balance
Security ki wajah se account lock hua hai.,account_locked
Please help me reset my password.,reset_password
Verification email nahi aaya.,account_verification
Send me a password reset email.,reset_password
Reset password ka option do.,reset_password
Wallet funds kitne hain?,wallet_balance
Please deactivate my account.,deactivate_account
wrong address.,update_address
Password dobara set karna hai.,reset_password
Maine ghar change kar liya hai.,update_address
Device ke specifications check karo.,product_information
I received a damaged product.,damaged_package
Payment confirm hua ya nahi?,payment_status
Can you check my refund status?,refund_status
Why hasn't my package been delivered yet?,delivery_delay
Order ka bill bhejo.,invoice_request
Which printer is best for home use?,product_recommendation
Which TV should I buy?,product_recommendation
Mera account wapas la do.,reactivate_account
Show my cashback details.,cashback_query
Recommend a tablet for online classes.,product_recommendation
Galti se order place ho gaya.,cancel_order
Can you send me a password reset link?,reset_password
Promo code please check.,promo_code_issue
I want to update my account password.,reset_password
Please cancel this order immediately.,cancel_order
Phone number change help chahiye.,change_phone
Shukriya.,general_query
Ye model available hai kya?,product_availability
I want to change my order.,modify_order
Mujhe refund ke liye apply karna hai.,refund_request
Wrong colour mila hai.,exchange_order
Can you check delivery delay?,delivery_delay
Payment repeat ho gaya hai.,duplicate_payment
Address mein correction karni hai.,update_address
Can you suggest ek laptop?,product_recommendation
Mera payment check karo.,payment_status
Account suspend ho gaya hai.,account_locked
Mera payment mode badal do.,payment_method_change
Order accepted hua kya?,order_confirmation
Can I activate my account again?,reactivate_account
Where is my order now?,order_status
Mera order raste mein hai kya?,delivery_status
Complaint pending dikha raha hai.,complaint_status
Why can't I use this voucher?,promo_code_issue
Mere account se do baar paise kat gaye.,duplicate_payment
Can you fix mera issue?,technical_support
Mera transaction successful hua kya?,payment_status
Mera account reactivate karo.,reactivate_account
I want my payment refunded.,refund_request
Delivery date change karni hai.,reschedule_delivery
Delivery wale ko call karna hai.,delivery_agent_contact
Change the quantity in my order.,modify_order
Sab kuch delete kar do.,delete_account
Please reopen my account.,reactivate_account
Mera pichla order dobara kar do.,reorder_product
I want to know if my order is confirmed.,order_confirmation
Mera order receive hua?,order_confirmation
Can you check meri delivery?,delivery_status
Can you verify duplicate payment?,duplicate_payment
Refund process hua kya?,refund_status
Change my payment from card to UPI.,payment_method_change
Good washing machine suggest karo.,product_recommendation
Refund raise karna hai.,refund_request
I have a new phone number.,change_phone
Where is my courier currently?,track_shipment
Mera email edit karo.,change_email
Wahi order repeat karo.,reorder_product
Confirm my order please.,order_confirmation
Kal parcel bhej dena.,reschedule_delivery
Warranty service chahiye.,warranty_claim
Mera bill generate karo.,invoice_request
I need to reach the delivery partner.,delivery_agent_contact
Ye product kab restock hoga?,product_availability
I need access to my old account again.,reactivate_account
Recent orders dikhao.,order_history
Mujhe technical support chahiye.,technical_support
I want to exchange my product.,exchange_order
Mera password work nahi kar raha.,login_issue
My password is not working.,reset_password
Call karke delivery karna.,delivery_instructions
Package subah mat bhejna.,change_delivery_slot
Payment ka status batao.,payment_status
Damaged product ka complaint karna hai.,damaged_package
Please disable my profile.,deactivate_account
Return request accept karo.,return_order
Order delivery ka update chahiye.,delivery_status
Mera latest order cancel karo.,cancel_order
update payment mode.,payment_method_change
This is not my package.,wrong_delivery
Reschedule my courier delivery.,reschedule_delivery
Return pickup kab hoga?,return_order
Payment repeat ho gaya.,duplicate_payment
new address.,update_address
Profile picture replace karo.,profile_update
Gaming ke liye laptop recommend kijiye.,product_recommendation
Wallet balance check karo.,wallet_balance
wallet money.,wallet_balance
Box mein item nahi tha.,missing_package
Can you check if this item is available?,product_availability
Mera package abhi kahan hai?,track_shipment
Please delivery boy se connect karo.,delivery_agent_contact
I want to check my wallet amount.,wallet_balance
Complaint number 12345 status.,complaint_status
Mera payment successful hua kya?,payment_status
Is my refund completed?,refund_status
Delivery 7 PM ke baad karna.,change_delivery_slot
Parcel ke andar product missing hai.,missing_package
Leave the package at the front door.,delivery_instructions
Nearest showroom kahan hai?,store_location
evening delivery.,change_delivery_slot
I want to know my complaint status.,complaint_status
Did you receive my order?,order_confirmation
Delivery kal kar do.,reschedule_delivery
Can I cancel this purchase and get a refund?,refund_request
change order asap.,modify_order
Meri delivery ki current status batao.,delivery_status
Mera shipment track karo.,track_shipment
Account email update kar do.,change_email
Mera account recover karo.,reactivate_account
Can I get my order confirmation?,order_confirmation
Mera order thoda change karna hai.,modify_order
App baar baar crash ho rahi hai.,technical_support
Extra payment ho gaya.,duplicate_payment
Is this size available?,product_availability
Mujhe replacement chahiye.,exchange_order
I need to replace this product.,exchange_order
stock available.,product_availability
Where can I buy your products offline?,store_location
Product work nahi kar raha.,technical_support
I would like to register a service complaint.,raise_complaint
Please UPI se payment karna hai.,payment_method_change
Please submit a refund request.,refund_request
close account forever.,delete_account
Payment choice change karni hai.,payment_method_change
Product kharab ho gaya hai.,warranty_claim
Account permanently remove karo.,delete_account
Ye product fir order kar do.,reorder_product
View my old orders.,order_history
Please account reactivate kar dijiye.,reactivate_account
Pehle ki shopping history dikhao.,order_history
Send me the verification OTP.,account_verification
I forgot my password.,reset_password
Account ko kuch time ke liye rok do.,deactivate_account
best product.,product_recommendation
Delivery window change karo.,change_delivery_slot
change address.,update_address
Name change karna hai.,profile_update
Account verification pending hai.,account_verification
Laptop mein kitna RAM hai?,product_information
Profile photo change karni hai.,profile_update
confirm order.,order_confirmation
Please payment verify karo.,payment_status
cancel my purchase now.,cancel_order
Please mera refund check karo.,refund_status
Complaint ka result batao.,complaint_status
Delivery mein itni deri kyun ho rahi hai?,delivery_delay
Aane se pehle phone karna.,delivery_instructions
I need my money back.,refund_request
Please use my new email address.,change_email
Can you modify my payment method?,payment_method_change
Order missing hai.,order_not_received
Show nearby stores.,store_location
Product warranty mein hai kya?,warranty_claim
Mera device on nahi ho raha.,technical_support
Best earbuds recommend karo.,product_recommendation
Invoice download karna hai.,invoice_request
Size change karna hai.,exchange_order
Can you restore my account?,reactivate_account
Cancel karo mera order.,cancel_order
Modify my profile.,profile_update
Mujhe broken item mila hai.,damaged_package
Please initiate my refund request.,refund_request
Complaint details dikhao.,complaint_status
I want to return my order.,return_order
Meri delivery kab tak hogi aaj?,delivery_status
Please refund shuru kijiye.,refund_request
Courier se baat karni hai.,delivery_agent_contact
My account was locked automatically.,account_locked
Is laptop mein kitni RAM hai?,product_information
Invoice please.,invoice_request
Resend the verification OTP.,account_verification
My account is blocked.,account_locked
Is phone ki battery kitni hai?,product_information
Package delay ho gaya hai.,delivery_delay
Same order repeat kar do.,reorder_product
Order successfully ho gaya?,order_confirmation
account blocked.,account_locked
Mujhe kisi aur ka order mila hai.,wrong_delivery
Forgot password ho gaya.,reset_password
Mera account fir se activate karo.,account_locked
Package abhi tak receive nahi hua.,order_not_received
discount not applied.,promo_code_issue
An item is missing from the package.,missing_package
Meri order details dikhao.,order_history
Please account restore kar do.,reactivate_account
Verification mein help chahiye.,account_verification
Promo code apply nahi ho raha.,promo_code_issue
Mere aas paas store hai?,store_location
Product recommend karo.,product_recommendation
Namaskar.,general_query
Can I use another email address?,change_email
Package ki tracking dikhao.,track_shipment
Block account ko unlock karo.,account_locked
Delivery mein itni der kyu ho rahi hai?,delivery_delay
Change my delivery address.,update_address
The color is incorrect I need an exchange.,exchange_order
What are the specifications of this product?,product_information
Ye item stock mein hai?,product_availability
The software is showing an error.,technical_support
Mera account phir se chalu kar dijiye.,reactivate_account
Mera account fir se use karna hai.,reactivate_account
Package phata hua mila.,damaged_package
Show my wallet details.,wallet_balance
Refund approve hua kya?,refund_status
talk to agent.,speak_to_agent
Can you check my order status?,order_status
Achha din ho.,general_query
Kya payment complete ho gaya?,payment_status
unlock account.,account_locked
Mera shipment kidhar pahucha hai?,track_shipment
Kya ye item stock mein hai?,product_availability
Some items are missing from my parcel.,missing_package
Product ka weight kitna hai?,product_information
Order ki progress bataiye.,order_status
My order has not arrived.,order_not_received
Good morning Vani.,general_query
Meri complaint ki latest update do.,complaint_status
Please change my registered mobile number.,change_phone
Parcel track kijiye.,track_shipment
Naya password set karna hai.,reset_password
one item missing.,missing_package
Please nearest showroom dikhao.,store_location
I want to speak with the courier.,delivery_agent_contact
Please mera mobile number update karo.,change_phone
Delivery slot change kar do.,change_delivery_slot
help.,general_query
parcel incomplete.,missing_package
Show the status of my payment.,payment_status
Mujhe saare items nahi mile.,missing_package
invalid coupon.,promo_code_issue
Please verify my account.,account_verification
Mera parcel abhi tak nahi aaya.,delivery_delay
Missing item ka complaint karna hai.,missing_package
refund request.,refund_request
Wallet details dikhao.,wallet_balance
Galat parcel deliver hua hai.,wrong_delivery
Mera payment complete nahi hua.,payment_failed
OTP nahi aa raha login ke liye.,login_issue
warranty status.,warranty_claim
update mobile number.,change_phone
I entered the wrong address.,update_address
Locate my courier immediately.,track_shipment
Mera account temporarily band kar do.,deactivate_account
Good afternoon.,general_query
The discount was not applied.,promo_code_issue
paid twice.,duplicate_payment
My warranty is still valid.,warranty_claim
UPI se payment karna hai.,payment_method_change
I have an issue that needs to be reported.,raise_complaint
I accidentally made two payments.,duplicate_payment
Update the address for order 12345.,update_address
Please login help chahiye.,login_issue
Kya mera order pack ho gaya hai?,order_status
Kya ye abhi available hai?,product_availability
Account aur data remove kar do.,delete_account
Mujhe delivery status bataiye.,delivery_status
Expected delivery miss ho gayi.,delivery_delay
My account has been temporarily locked.,account_locked
Is smartwatch ke features bataiye.,product_information
Is order ko cancel kar do.,cancel_order
Please delete my account.,delete_account
My account is inaccessible because it is locked.,account_locked
Mujhe verification code nahi mila.,account_verification
Help me verify my account.,account_verification
Where is my refund?,refund_status
Is my package out for delivery?,delivery_status
Main sign in nahi kar paa raha hoon.,login_issue
Can you check today's delivery status?,delivery_status
Product replace kar do.,exchange_order
How much balance do I have in my wallet?,wallet_balance
Mere shopping records dikhao.,order_history
Hi.,general_query
Mera refund process shuru kijiye.,refund_request
Order aaj deliver hoga kya?,delivery_status
Please track order number 12345.,order_status
Product available hai?,product_availability
I want the same order again.,reorder_product
Human support do.,speak_to_agent
Refund initiate kar do.,refund_request
I don't want to use my account for now.,deactivate_account
return product asap.,return_order
Mera package locate karo.,track_shipment
Hello ji.,general_query
Mera refund request accept kijiye.,refund_request
Parcel ki delivery date badal do.,reschedule_delivery
Please don't ring the doorbell.,delivery_instructions
The payment page showed an error.,payment_failed
Can I postpone my delivery?,reschedule_delivery
Hi yaar.,general_query
Store kitne baje khulta hai?,store_location
item missing.,missing_package
Account verification complete karo.,account_verification
Online payment pe switch karo.,payment_method_change
Has my cashback been credited?,cashback_query
Show my payment details.,payment_status
Replace my registered phone number.,change_phone
My account is temporarily locked.,account_locked
Mera account band nahi delete karna hai.,delete_account
Meri problem report karo.,raise_complaint
Can you verify my order status?,order_status
Package abhi bhi deliver nahi hua.,delivery_delay
UPI payment enable karo.,payment_method_change
Ye product kis kaam aata hai?,product_information
Why didn't I receive cashback?,cashback_query
postpone delivery.,reschedule_delivery
Mera payment check kar do.,payment_status
Main aaj ghar par nahi hoon.,reschedule_delivery
Payment successful nahi hua.,payment_failed
Parcel ki live location dikhao.,track_shipment
Is product ke baare mein batao.,product_information
Product variant change karo.,modify_order
Share my invoice as a PDF.,invoice_request
Change the delivery location.,update_address
Give me the product description.,product_information
Can you check wrong delivery?,wrong_delivery
I don't want this product anymore.,return_order
Bye bye.,general_query
Kaise ho?,general_query
Delivery se pehle order cancel karo.,cancel_order
Courier ne galat parcel diya.,wrong_delivery
Please ek TV suggest karo.,product_recommendation
Courier abhi tak kyun nahi pahucha?,delivery_delay
Package Monday ko deliver karna.,reschedule_delivery
replace product asap.,exchange_order
Mera payment do baar ho gaya.,duplicate_payment
refund pending.,refund_status
file complaint.,raise_complaint
Mera naya address add karo.,update_address
Is product ka storage kitna hai?,product_information
Is the product out of stock?,product_availability
Mera account deactivate kar do.,deactivate_account
Payment mode change karo.,payment_method_change
Service center locate karo.,store_location
Wallet amount batao.,wallet_balance
Registered mobile edit karo.,change_phone
My shipment was not delivered.,order_not_received
Please process my refund.,refund_request
Please refund this payment.,refund_request
Update my registered email.,change_email
Meri delivery ki sthiti kya hai?,delivery_status
Complaint update do.,complaint_status
Deliver it on Monday.,reschedule_delivery
bye.,general_query
Mera account hamesha ke liye hata do.,delete_account
Mera order update karo.,modify_order
Can you modify mera order?,modify_order
Mujhe account verify karna hai.,account_verification
Gaming mouse recommend karo.,product_recommendation
Mera registered number change karo.,change_phone
Mera account blocked hai.,account_locked
Is there any issue with my delivery?,delivery_delay
Cashback ki details dikhao.,cashback_query
Mere saare orders dikhao.,order_history
Mera refund verify hua kya?,refund_status
Reset my password.,reset_password
I accidentally deactivated my account.,reactivate_account
Wallet ka current balance dikhao.,wallet_balance
Mujhe kisi insaan se baat karni hai.,speak_to_agent
Wallet balance please.,wallet_balance
Can you show my previous purchases?,order_history
broken product.,damaged_package
Locked account open karo.,account_locked
Dopehar mein parcel bhejna.,change_delivery_slot
Please mera order cancel karo.,cancel_order
Mera order approve hua ya nahi?,order_status
Package guard ke paas chhod dena.,delivery_instructions
Date of birth update karni hai.,profile_update
I want the best DSLR camera.,product_recommendation
My account is frozen.,account_locked
The payment was unsuccessful.,payment_failed
This package belongs to someone else.,wrong_delivery
Please damaged item replace karo.,damaged_package
Login nahi ho raha.,login_issue
Can you check my cashback?,cashback_query
Can you change meri delivery timing?,change_delivery_slot
store near me.,store_location
Complaint follow-up chahiye.,complaint_status
Payment details batao.,payment_status
The parcel arrived broken.,damaged_package
wrong parcel.,wrong_delivery
Paisa return kar do.,refund_request
Track karo mera order.,order_status
Mujhe refund chahiye please.,refund_request
The product is not in good condition.,damaged_package
Mera product kaam nahi kar raha.,warranty_claim
Refund abhi pending hai kya?,refund_status
The package arrived with missing products.,missing_package
Please deliver it before noon.,change_delivery_slot
Order confirmation chahiye.,order_confirmation
Ye product kab available hoga?,product_availability
Payment method edit karo.,payment_method_change
Can you check my warranty status?,warranty_claim
Mera order exchange karo.,exchange_order
Order confirmation check karo.,order_confirmation
Courier ki live location batao.,track_shipment
Order number 12345 exchange karna hai.,exchange_order
Product broken hai.,damaged_package
deactivate account.,deactivate_account
Cashback ka info chahiye.,cashback_query
Delivery boy se baat karwao.,delivery_agent_contact
Is refrigerator ki capacity kya hai?,product_information
Meri madad karo.,general_query
Please connect me with a real person.,speak_to_agent
reschedule delivery.,reschedule_delivery
I want to change my password.,reset_password
Wallet ka amount batao.,wallet_balance
Evening mein delivery kar do.,reschedule_delivery
Mujhe damaged product mila hai.,damaged_package
Naya email use karna hai.,change_email
Customer care number do.,speak_to_agent
Exchange pickup arrange karo.,exchange_order
Tell me if my payment is confirmed.,payment_status
Does this product have a warranty?,product_information
Delivery bahut late chal rahi hai.,delivery_delay
Payment complete hua ya nahi?,payment_status
Laptop choose karne mein help karo.,product_recommendation
Generate a GST invoice.,invoice_request
Mera shipment locate karo.,track_shipment
Show my delivery progress.,delivery_status
Mujhe dusra size chahiye.,exchange_order
Account delete help chahiye.,delete_account
Refund the amount to my account.,refund_request
Please mera refund request accept karo.,refund_request
I want to speak to a human.,speak_to_agent
Mera profile disable kar do.,deactivate_account
Mera sign in fail ho raha hai.,login_issue
Can you verify meri warranty?,warranty_claim
change delivery time.,change_delivery_slot
Shipping address badal do.,update_address
Order number 12345 modify karo.,modify_order
My package is running late.,delivery_delay
Order late kyu hai?,delivery_delay
Bye.,general_query
Account lock ho gaya.,account_locked
Afternoon delivery chahiye.,change_delivery_slot
Available size dikhao.,product_availability
Mera parcel damage hai.,damaged_package
Delivery ka samay badal dijiye.,reschedule_delivery
Mujhe do baar charge kiya gaya.,duplicate_payment
repeat order.,reorder_product
Can I edit my order?,modify_order
Package ki condition achhi nahi hai.,damaged_package
Transfer me to a live agent.,speak_to_agent
Old email remove karo.,change_email
Refund amount kab credit hoga?,refund_status
I no longer need my order.,cancel_order
Discount coupon reject ho gaya.,promo_code_issue
Mera account temporarily lock hai.,account_locked
Order receive hua ya nahi?,order_confirmation
Recover my deactivated account.,reactivate_account
Shipment check karo.,track_shipment
Ye item pasand nahi aaya.,return_order
Delivery update do.,delivery_status
support ticket status.,complaint_status
Payment gateway issue hai.,payment_failed
My voucher has expired.,promo_code_issue
My account has been locked.,account_locked
Show me the product details.,product_information
Please change my personal details.,profile_update
Verification link bhejo.,account_verification
Problem solve karne mein help karo.,technical_support
Delivery agent ki details do.,delivery_agent_contact
Bot se transfer karo.,speak_to_agent
Delivery mein deri ka karan kya hai?,delivery_delay
refund my money.,refund_request
Start the return process.,return_order
View my previous orders.,order_history
Is item ko wapas lena hai.,return_order
Refund my payment.,refund_request
Mujhe order ka bill do.,invoice_request
Has my order been confirmed?,order_confirmation
Where has my shipment reached?,track_shipment
Show my complaint details.,complaint_status
Mujhe ye product chahiye available hai?,product_availability
delivery today?,delivery_status
Refund kab aayega?,refund_status
Why is my order still delayed?,delivery_delay
See you later.,general_query
Mujhe human se baat karni hai.,speak_to_agent
Please product recommend karo.,product_recommendation
Deliver my package next week.,reschedule_delivery
What are the dimensions of this product?,product_information
I want to submit a complaint.,raise_complaint
Is this washing machine fully automatic?,product_information
Payment duplicate dikha raha hai.,duplicate_payment
The courier delivered the wrong parcel.,wrong_delivery
Phone number replace karo.,change_phone
Achha Bluetooth speaker bataiye.,product_recommendation
Payment ka update chahiye.,payment_status
Has the refund reached my bank?,refund_status
Is everything fine with my order?,order_status
My delivery is overdue.,delivery_delay
Refund approve hua ya nahi?,refund_status
Which laptop is best for programming?,product_recommendation
Courier ki current location batao.,track_shipment
Order mein ek item replace karo.,modify_order
Mera transaction check karo.,payment_status
Can I track my parcel?,track_shipment
Mera order out for delivery hai kya?,delivery_status
Morning slot hata do.,change_delivery_slot
Reorder order number 12345.,reorder_product
Refund ki latest update do.,refund_status
Tell me about this product.,product_information
Mujhe mera account fir se use karna hai.,reactivate_account
Mujhe apna account deactivate karna hai.,deactivate_account
Mujhe product info chahiye.,product_information
Please mera courier track karo.,track_shipment
I need to raise a complaint.,raise_complaint
Laptop ka processor kya hai?,product_information
Is this item in stock?,product_availability
Mera shipment receive nahi hua.,order_not_received
Sign in fail ho raha hai.,login_issue
Replacement chahiye product damage hai.,damaged_package
Purchase bill chahiye.,invoice_request
Mera package kab aayega?,order_status
Give me an update on my complaint.,complaint_status
Mere liye ek achha laptop suggest kijiye.,product_recommendation
I selected the wrong payment method.,payment_method_change
Mera account login nahi ho raha.,login_issue
Account ko dobara enable kijiye.,reactivate_account
Check product availability.,product_availability
recover deactivated account.,reactivate_account
Buy this product again.,reorder_product
Order ko stop kar do.,cancel_order
Damaged parcel receive hua.,damaged_package
Main login nahi kar pa raha hoon.,login_issue
Ye product kis material ka bana hai?,product_information
Shipment number 12345 track karo.,track_shipment
Order ship hone se pehle modify karo.,modify_order
Please mera wallet dikhao.,wallet_balance
Mujhe doosra product chahiye.,exchange_order
Mera email verify karke change karo.,change_email
Payment ki latest update do.,payment_status
Warranty details do.,product_information
Order ki delivery late ho gayi hai.,delivery_delay
Store location chahiye.,store_location
Please update my payment preference.,payment_method_change
Product suggestion chahiye.,product_recommendation
